date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2013-06-06,20,7,0.0,16.6,4,0,03:33 AM,07:10 PM,04:45 AM,09:14 PM,9,13,13,13,18,37,77,0.0,1021,20,8,45,13,London
2013-06-07,21,8,0.0,16.7,4,0,04:08 AM,08:06 PM,04:45 AM,09:14 PM,9,13,14,13,23,20,73,1.0,1023,21,10,45,16,London
2013-06-08,18,6,0.0,16.6,4,0,04:49 AM,08:57 PM,04:44 AM,09:15 PM,7,10,12,10,23,26,76,0.0,1021,18,10,36,17,London
2013-06-09,15,8,0.0,13.4,3,0,05:36 AM,09:42 PM,04:44 AM,09:16 PM,8,9,11,9,19,68,80,0.4,1016,15,8,37,14,London
2013-06-10,14,9,0.0,13.4,3,8,06:29 AM,10:20 PM,04:44 AM,09:17 PM,7,11,11,11,7,78,76,0.7,1016,14,9,85,5,London
2013-06-11,16,5,0.0,12.6,3,15,07:27 AM,10:53 PM,04:43 AM,09:17 PM,11,12,12,12,20,78,90,1.2,1014,16,5,159,14,London
2013-06-12,18,13,0.0,12.6,4,23,08:28 AM,11:21 PM,04:43 AM,09:18 PM,13,14,15,14,29,95,91,1.1,1011,18,8,197,20,London
2013-06-13,17,12,0.0,13.4,3,30,09:33 AM,11:46 PM,04:43 AM,09:19 PM,11,13,14,13,31,80,84,2.1,1011,17,9,228,21,London
2013-06-14,18,7,0.0,15.8,4,38,10:38 AM,No moonset,04:43 AM,09:19 PM,8,13,13,13,22,51,74,0.0,1016,18,9,202,15,London
2013-06-15,17,11,0.0,15.8,3,46,11:45 AM,12:09 AM,04:42 AM,09:20 PM,10,12,13,12,30,60,79,5.7,1009,17,9,218,20,London
2013-06-16,17,10,0.0,16.6,4,53,12:53 PM,12:30 AM,04:42 AM,09:20 PM,9,13,14,13,16,51,75,0.9,1014,17,8,200,11,London
2013-06-17,19,10,0.0,16.8,5,61,02:04 PM,12:53 AM,04:42 AM,09:21 PM,10,14,15,14,22,34,75,0.4,1014,19,9,71,15,London
2013-06-18,22,11,0.0,14.2,4,68,03:18 PM,01:17 AM,04:42 AM,09:21 PM,15,16,18,16,13,65,89,4.8,1014,22,9,131,9,London
2013-06-19,27,14,0.0,16.6,5,76,04:34 PM,01:45 AM,04:42 AM,09:21 PM,17,20,20,20,9,54,83,0.2,1015,27,7,218,6,London
2013-06-20,20,14,0.0,12.6,4,83,05:51 PM,02:17 AM,04:43 AM,09:22 PM,16,16,17,16,12,92,94,4.8,1012,20,8,130,9,London
2013-06-21,21,12,0.0,13.4,4,91,07:05 PM,02:58 AM,04:43 AM,09:22 PM,14,16,16,16,17,68,87,6.6,1010,21,7,232,11,London
2013-06-22,16,11,0.0,12.6,3,98,08:12 PM,03:50 AM,04:43 AM,09:22 PM,11,11,13,11,31,81,90,1.3,1007,16,8,208,21,London
2013-06-23,16,12,0.0,13.4,3,100,09:09 PM,04:53 AM,04:43 AM,09:22 PM,11,12,14,12,30,82,85,1.9,1009,16,10,252,20,London
2013-06-24,17,8,0.0,15.0,3,87,09:55 PM,06:06 AM,04:44 AM,09:22 PM,8,11,12,11,19,58,78,1.1,1022,17,10,295,14,London
2013-06-25,19,8,0.0,16.8,5,79,10:32 PM,07:26 AM,04:44 AM,09:22 PM,8,13,14,13,13,25,70,0.1,1029,19,9,291,9,London
2013-06-26,20,9,0.0,15.0,4,71,11:03 PM,08:46 AM,04:44 AM,09:22 PM,10,15,15,15,11,56,75,1.4,1030,20,10,307,7,London
2013-06-27,20,11,0.0,14.2,4,64,11:30 PM,10:05 AM,04:45 AM,09:22 PM,10,14,15,14,13,71,78,1.4,1026,20,7,264,10,London
2013-06-28,20,11,0.0,12.6,4,56,11:54 PM,11:22 AM,04:46 AM,09:22 PM,14,15,15,15,15,97,92,5.6,1020,20,5,283,10,London
2013-06-29,21,12,0.0,15.8,4,49,No moonrise,12:35 PM,04:46 AM,09:22 PM,10,16,16,16,15,56,72,0.6,1022,21,9,313,11,London
2013-06-30,25,12,0.0,16.7,6,41,12:17 AM,01:46 PM,04:47 AM,09:21 PM,14,18,19,18,20,34,75,0.0,1022,25,9,260,14,London
2013-07-01,19,11,0.0,13.4,4,40,12:41 AM,02:54 PM,04:47 AM,09:21 PM,10,15,15,15,16,65,75,0.1,1017,19,8,265,11,London
2013-07-02,21,10,0.0,14.2,4,32,01:07 AM,04:00 PM,04:48 AM,09:21 PM,10,14,14,14,16,68,77,0.1,1011,21,9,201,11,London
2013-07-03,21,13,0.0,14.2,4,25,01:36 AM,05:03 PM,04:49 AM,09:20 PM,13,16,17,16,18,70,81,2.7,1009,21,9,256,13,London
2013-07-04,22,10,0.0,15.0,4,18,02:09 AM,06:01 PM,04:50 AM,09:20 PM,13,16,17,16,19,52,81,0.7,1019,22,7,241,13,London
2013-07-05,25,11,0.0,16.6,6,11,02:48 AM,06:54 PM,04:51 AM,09:19 PM,13,18,19,18,12,41,77,0.0,1028,25,7,144,8,London
2013-07-06,28,12,0.0,16.7,6,3,03:33 AM,07:41 PM,04:51 AM,09:19 PM,15,21,21,21,9,17,73,0.0,1029,28,8,128,6,London
2013-07-07,28,16,0.0,16.7,7,0,04:24 AM,08:21 PM,04:52 AM,09:18 PM,16,23,23,22,12,4,72,0.0,1031,28,8,104,9,London
2013-07-08,25,13,0.0,16.6,6,0,05:21 AM,08:56 PM,04:53 AM,09:17 PM,14,19,20,19,19,33,75,0.0,1032,25,8,42,13,London
2013-07-09,26,11,0.0,16.6,6,4,06:21 AM,09:26 PM,04:54 AM,09:17 PM,11,18,19,18,16,27,66,0.0,1028,26,8,41,12,London
2013-07-10,24,12,0.0,16.6,5,11,07:24 AM,09:52 PM,04:55 AM,09:16 PM,12,17,18,17,18,12,72,0.2,1025,24,9,30,14,London
2013-07-11,22,8,0.0,16.6,5,18,08:29 AM,10:15 PM,04:56 AM,09:15 PM,10,14,15,14,14,39,75,0.0,1025,22,8,37,11,London
2013-07-12,25,9,0.0,16.6,6,25,09:35 AM,10:37 PM,04:57 AM,09:14 PM,12,17,18,17,9,41,74,0.0,1025,25,8,48,6,London
2013-07-13,30,14,0.0,16.5,6,33,10:42 AM,10:59 PM,04:59 AM,09:13 PM,17,24,24,23,10,10,70,1.1,1024,30,10,140,7,London
2013-07-14,29,17,0.0,16.1,6,40,11:51 AM,11:22 PM,05:00 AM,09:12 PM,17,23,23,23,11,17,70,3.3,1024,29,10,210,7,London
2013-07-15,31,18,0.0,16.1,7,47,01:02 PM,11:48 PM,05:01 AM,09:11 PM,12,23,23,23,9,23,55,0.0,1023,31,10,211,6,London
2013-07-16,32,18,0.0,16.1,7,55,02:15 PM,No moonset,05:02 AM,09:10 PM,15,24,24,24,8,17,61,0.0,1023,32,10,139,5,London
2013-07-17,30,17,0.0,16.1,6,62,03:29 PM,12:16 AM,05:03 AM,09:09 PM,15,24,24,24,9,19,61,0.9,1024,30,10,131,6,London
2013-07-18,27,16,0.0,16.0,6,69,04:42 PM,12:52 AM,05:05 AM,09:08 PM,15,22,22,22,15,4,67,0.0,1026,27,10,50,11,London
2013-07-19,26,13,0.0,16.0,6,76,05:52 PM,01:37 AM,05:06 AM,09:07 PM,14,21,21,20,18,15,69,0.0,1025,26,9,59,14,London
2013-07-20,21,14,0.0,12.9,4,84,06:53 PM,02:32 AM,05:07 AM,09:06 PM,14,18,18,18,20,81,82,0.3,1023,21,8,52,14,London
2013-07-21,27,13,0.0,16.0,5,91,07:44 PM,03:40 AM,05:09 AM,09:04 PM,15,20,20,20,15,43,76,0.4,1019,27,8,61,11,London
2013-07-22,31,16,0.0,15.9,6,98,08:26 PM,04:55 AM,05:10 AM,09:03 PM,16,23,23,23,15,11,70,2.6,1016,31,9,125,10,London
2013-07-23,29,18,0.0,15.9,5,100,09:01 PM,06:16 AM,05:11 AM,09:02 PM,17,23,23,22,14,45,74,11.4,1014,29,9,151,10,London
2013-07-24,26,15,0.0,15.9,6,87,09:30 PM,07:38 AM,05:13 AM,09:00 PM,14,20,20,20,15,19,70,0.0,1014,26,10,228,11,London
2013-07-25,25,15,0.0,13.5,5,80,09:56 PM,08:57 AM,05:14 AM,08:59 PM,14,20,20,20,17,30,73,0.4,1013,25,8,190,12,London
2013-07-26,26,13,0.0,11.6,5,73,10:21 PM,10:14 AM,05:16 AM,08:58 PM,14,20,20,20,7,47,70,0.5,1012,26,10,192,5,London
2013-07-27,27,14,0.0,12.5,5,65,10:45 PM,11:29 AM,05:17 AM,08:56 PM,15,21,21,21,8,51,72,3.9,1007,27,10,150,5,London
2013-07-28,23,13,0.0,14.5,6,58,11:11 PM,12:40 PM,05:18 AM,08:55 PM,13,18,19,18,27,50,74,2.2,1007,23,10,205,20,London
2013-07-29,23,15,0.0,13.5,5,51,11:40 PM,01:48 PM,05:20 AM,08:53 PM,13,18,19,18,26,43,76,6.5,1011,23,9,207,18,London
2013-07-30,20,14,0.0,10.6,4,44,No moonrise,02:53 PM,05:21 AM,08:51 PM,15,16,16,16,21,74,92,5.1,1014,20,9,215,14,London
2013-07-31,25,14,0.0,12.5,5,40,12:11 AM,03:53 PM,05:23 AM,08:50 PM,15,18,19,18,20,50,84,0.9,1015,25,8,216,14,London
2013-08-01,31,15,0.0,14.5,7,29,12:48 AM,04:48 PM,05:24 AM,08:48 PM,17,24,24,23,20,33,71,0.0,1010,31,8,163,14,London
2013-08-02,26,17,0.0,14.5,5,22,01:31 AM,05:38 PM,05:26 AM,08:47 PM,16,22,22,21,17,18,74,0.3,1009,26,10,210,13,London
2013-08-03,23,14,0.0,14.5,5,15,02:19 AM,06:20 PM,05:27 AM,08:45 PM,12,18,19,18,22,20,68,0.5,1015,23,10,212,16,London
2013-08-04,23,13,0.0,12.5,5,7,03:14 AM,06:57 PM,05:29 AM,08:43 PM,12,18,19,18,21,58,71,0.0,1019,23,9,199,15,London
2013-08-05,25,16,0.0,12.5,5,0,04:13 AM,07:29 PM,05:31 AM,08:41 PM,14,19,20,19,19,64,73,2.7,1012,25,8,186,14,London
2013-08-06,23,12,0.0,12.5,4,0,05:16 AM,07:57 PM,05:32 AM,08:40 PM,11,17,18,17,10,47,70,0.1,1015,23,9,244,7,London
2013-08-07,22,13,0.0,11.4,4,0,06:20 AM,08:21 PM,05:34 AM,08:38 PM,10,17,18,17,16,48,67,0.0,1014,22,9,49,11,London
2013-08-08,25,12,0.0,14.5,6,7,07:27 AM,08:44 PM,05:35 AM,08:36 PM,11,18,19,18,11,16,64,0.1,1019,25,10,119,7,London
2013-08-09,23,13,0.0,11.4,4,14,08:34 AM,09:07 PM,05:37 AM,08:34 PM,12,18,19,18,19,60,71,0.9,1019,23,10,255,13,London
2013-08-10,20,12,0.0,13.5,4,22,09:43 AM,09:29 PM,05:38 AM,08:32 PM,9,17,17,17,13,45,63,0.2,1022,20,10,283,9,London
2013-08-11,22,13,0.0,13.5,4,29,10:52 AM,09:54 PM,05:40 AM,08:30 PM,11,17,18,17,17,49,68,0.2,1018,22,9,261,12,London
2013-08-12,20,12,0.0,11.4,4,36,12:03 PM,10:21 PM,05:41 AM,08:28 PM,9,16,16,16,17,49,65,0.3,1017,20,10,285,11,London
2013-08-13,21,10,0.0,13.5,4,43,01:16 PM,10:53 PM,05:43 AM,08:26 PM,9,15,15,15,17,29,71,0.2,1021,21,9,294,12,London
2013-08-14,23,12,0.0,11.3,4,51,02:27 PM,11:33 PM,05:45 AM,08:24 PM,12,17,18,17,12,52,73,0.3,1023,23,9,245,9,London
2013-08-15,25,16,0.0,10.3,5,58,03:36 PM,No moonset,05:46 AM,08:22 PM,15,20,20,20,21,64,76,1.1,1019,25,8,220,16,London
2013-08-16,21,15,0.0,11.3,4,65,04:39 PM,12:22 AM,05:48 AM,08:20 PM,15,17,18,17,19,67,88,6.5,1015,21,8,208,13,London
2013-08-17,23,13,0.0,12.4,4,73,05:33 PM,01:22 AM,05:49 AM,08:18 PM,13,17,17,17,24,38,79,0.5,1013,23,7,218,17,London
2013-08-18,23,15,0.0,12.4,4,80,06:18 PM,02:32 AM,05:51 AM,08:16 PM,13,18,19,18,19,55,74,0.7,1010,23,10,235,14,London
2013-08-19,22,12,0.0,14.5,5,87,06:56 PM,03:49 AM,05:53 AM,08:14 PM,10,17,18,17,16,21,66,0.0,1019,22,9,297,11,London
2013-08-20,23,12,0.0,14.5,6,94,07:28 PM,05:09 AM,05:54 AM,08:12 PM,11,18,19,18,10,29,65,0.0,1027,23,10,255,6,London
2013-08-21,26,13,0.0,14.5,6,100,07:56 PM,06:29 AM,05:56 AM,08:10 PM,12,19,19,19,11,19,68,0.0,1024,26,10,227,7,London
2013-08-22,24,16,0.0,12.3,5,100,08:21 PM,07:48 AM,05:57 AM,08:08 PM,16,20,20,20,9,62,82,11.9,1020,24,7,165,7,London
2013-08-23,26,15,0.0,13.4,5,84,08:47 PM,09:05 AM,05:59 AM,08:06 PM,15,21,21,20,16,61,75,0.0,1015,26,6,111,11,London
2013-08-24,18,15,0.0,9.9,4,77,09:13 PM,10:19 AM,06:00 AM,08:04 PM,16,17,17,17,18,86,92,28.6,1010,18,8,277,12,London
2013-08-25,22,13,0.0,9.3,4,69,09:41 PM,11:30 AM,06:02 AM,08:02 PM,14,17,17,17,21,67,85,16.4,1013,22,8,147,14,London
2013-08-26,24,14,0.0,10.4,5,62,10:12 PM,12:38 PM,06:03 AM,08:00 PM,14,18,19,18,15,49,78,0.3,1018,24,7,82,10,London
2013-08-27,25,13,0.0,11.6,5,55,10:47 PM,01:41 PM,06:05 AM,07:58 PM,13,19,20,19,11,2,70,0.0,1018,25,8,103,8,London
2013-08-28,26,15,0.0,11.6,6,47,11:28 PM,02:39 PM,06:07 AM,07:56 PM,13,19,19,19,8,8,70,0.0,1022,26,10,125,5,London
2013-08-29,24,14,0.0,10.4,5,40,No moonrise,03:31 PM,06:08 AM,07:53 PM,13,19,19,19,13,33,71,0.0,1022,24,9,264,9,London
2013-08-30,23,15,0.0,10.4,5,33,12:14 AM,04:16 PM,06:10 AM,07:51 PM,15,19,19,19,16,47,78,0.1,1020,23,9,245,11,London
2013-08-31,21,14,0.0,11.6,5,29,01:07 AM,04:56 PM,06:11 AM,07:49 PM,10,16,17,16,18,34,67,0.0,1025,21,8,331,13,London
2013-09-01,21,10,0.0,11.6,5,12,02:04 AM,05:30 PM,06:13 AM,07:47 PM,7,14,15,14,17,33,63,0.0,1029,21,10,287,11,London
2013-09-02,24,10,0.0,11.6,4,4,03:05 AM,05:59 PM,06:14 AM,07:45 PM,13,17,18,17,17,13,77,0.0,1027,24,8,286,11,London
2013-09-03,25,15,0.0,9.1,5,0,04:09 AM,06:25 PM,06:16 AM,07:42 PM,15,20,20,20,9,35,80,0.1,1027,25,7,187,5,London
2013-09-04,28,15,0.0,11.6,5,0,05:15 AM,06:49 PM,06:18 AM,07:40 PM,16,22,22,21,11,9,79,0.0,1021,28,7,137,7,London
2013-09-05,29,17,0.0,11.6,5,0,06:22 AM,07:12 PM,06:19 AM,07:38 PM,16,22,22,22,8,9,73,3.4,1012,29,7,170,4,London
2013-09-06,18,13,0.0,10.3,4,3,07:32 AM,07:35 PM,06:21 AM,07:36 PM,12,15,15,15,14,44,82,12.8,1009,18,8,247,9,London
2013-09-07,18,10,0.0,10.3,4,11,08:42 AM,07:59 PM,06:22 AM,07:33 PM,9,13,14,13,18,30,76,1.4,1014,18,10,187,12,London
2013-09-08,17,9,0.0,9.1,3,18,09:54 AM,08:26 PM,06:24 AM,07:31 PM,9,12,13,12,14,33,80,1.0,1018,17,6,208,10,London
2013-09-09,14,9,0.0,7.8,3,26,11:06 AM,08:57 PM,06:26 AM,07:29 PM,10,11,11,11,13,47,94,6.7,1016,14,4,178,8,London
2013-09-10,16,8,0.0,9.0,3,34,12:18 PM,09:35 PM,06:27 AM,07:26 PM,9,10,12,10,23,69,84,0.9,1020,16,7,310,15,London
2013-09-11,15,9,0.0,6.5,3,41,01:27 PM,10:20 PM,06:29 AM,07:24 PM,10,11,13,11,20,72,85,1.3,1021,15,7,318,14,London
2013-09-12,19,10,0.0,7.7,4,49,02:30 PM,11:15 PM,06:30 AM,07:22 PM,11,14,14,14,8,80,85,0.4,1019,19,7,240,5,London
2013-09-13,21,15,0.0,6.4,4,56,03:26 PM,No moonset,06:32 AM,07:20 PM,15,17,17,17,9,92,90,20.7,1017,21,8,232,6,London
2013-09-14,16,8,0.0,9.0,3,64,04:13 PM,12:19 AM,06:34 AM,07:17 PM,9,10,12,10,18,67,87,15.0,1015,16,8,251,13,London
2013-09-15,14,7,0.0,7.7,3,71,04:53 PM,01:31 AM,06:35 AM,07:15 PM,10,11,12,11,27,49,85,0.8,1010,14,7,241,17,London
2013-09-16,14,7,0.0,11.6,3,79,05:26 PM,02:47 AM,06:37 AM,07:13 PM,6,8,10,8,27,19,76,0.5,1003,14,10,260,18,London
2013-09-17,14,7,0.0,7.7,3,86,05:55 PM,04:05 AM,06:38 AM,07:10 PM,8,9,11,9,20,61,84,1.9,1000,14,8,238,13,London
2013-09-18,15,9,0.0,11.6,3,94,06:21 PM,05:23 AM,06:40 AM,07:08 PM,8,11,12,11,17,45,80,0.6,1003,15,8,311,12,London
2013-09-19,17,7,0.0,7.6,3,100,06:47 PM,06:40 AM,06:42 AM,07:06 PM,10,11,12,11,23,65,87,1.3,1010,17,5,245,15,London
2013-09-20,22,8,0.0,11.6,3,100,07:13 PM,07:56 AM,06:43 AM,07:03 PM,10,13,14,13,14,34,83,0.0,1018,22,8,279,9,London
2013-09-21,18,9,0.0,6.3,3,83,07:41 PM,09:09 AM,06:45 AM,07:01 PM,12,13,13,13,16,71,90,0.7,1024,18,7,229,10,London
2013-09-22,22,13,0.0,11.6,4,76,08:11 PM,10:19 AM,06:46 AM,06:59 PM,15,17,18,17,11,53,89,0.1,1027,22,5,250,6,London
2013-09-23,23,11,0.0,8.8,4,68,08:45 PM,11:25 AM,06:48 AM,06:56 PM,14,16,16,16,9,47,87,0.0,1024,23,6,158,6,London
2013-09-24,23,10,0.0,11.6,4,61,09:24 PM,12:26 PM,06:50 AM,06:54 PM,13,16,17,16,9,35,85,0.0,1016,23,6,120,5,London
2013-09-25,22,9,0.0,11.6,4,53,10:08 PM,01:22 PM,06:51 AM,06:52 PM,13,16,16,16,6,55,84,0.0,1012,22,7,110,3,London
2013-09-26,19,12,0.0,11.6,4,46,10:59 PM,02:10 PM,06:53 AM,06:49 PM,11,14,14,14,16,48,81,0.0,1016,19,7,64,10,London
2013-09-27,18,10,0.0,11.6,3,38,11:54 PM,02:52 PM,06:55 AM,06:47 PM,10,12,13,12,18,19,80,0.0,1016,18,8,82,12,London
2013-09-28,20,11,0.0,10.2,4,31,No moonrise,03:28 PM,06:56 AM,06:45 PM,10,13,14,13,25,45,75,0.0,1010,20,10,78,16,London
2013-09-29,18,12,0.0,11.6,5,23,12:53 AM,03:59 PM,06:58 AM,06:42 PM,10,13,14,13,24,32,74,0.0,1007,18,10,60,16,London
2013-09-30,20,12,0.0,11.4,4,16,01:56 AM,04:26 PM,07:00 AM,06:40 PM,11,14,15,14,19,59,81,0.4,1007,20,7,80,13,London
2013-10-01,18,11,0.0,7.2,4,15,03:00 AM,04:51 PM,07:01 AM,06:38 PM,11,14,14,14,21,65,79,0.0,1009,18,9,95,14,London
2013-10-02,20,14,0.0,8.6,4,8,04:07 AM,05:14 PM,07:03 AM,06:35 PM,13,15,16,15,19,82,84,0.9,1011,20,9,130,13,London
2013-10-03,18,14,0.0,7.1,4,0,05:16 AM,05:38 PM,07:05 AM,06:33 PM,14,16,16,16,24,81,91,1.3,1009,18,7,135,15,London
2013-10-04,19,15,0.0,5.6,4,0,06:26 AM,06:02 PM,07:06 AM,06:31 PM,15,17,17,17,25,77,89,0.7,1009,19,9,193,16,London
2013-10-05,19,13,0.0,11.2,4,0,07:39 AM,06:28 PM,07:08 AM,06:29 PM,12,15,15,15,10,55,84,0.3,1019,19,7,300,7,London
2013-10-06,19,11,0.0,11.2,5,7,08:52 AM,06:59 PM,07:10 AM,06:26 PM,10,14,14,14,11,18,77,0.0,1025,19,10,259,6,London
2013-10-07,20,10,0.0,10.1,4,14,10:06 AM,07:35 PM,07:11 AM,06:24 PM,12,15,15,15,13,41,83,0.0,1025,20,7,236,9,London
2013-10-08,21,13,0.0,10.1,4,21,11:18 AM,08:19 PM,07:13 AM,06:22 PM,13,16,16,16,16,62,86,0.0,1024,21,6,252,10,London
2013-10-09,15,9,0.0,8.6,3,28,12:24 PM,09:12 PM,07:15 AM,06:20 PM,10,11,13,11,21,70,83,0.2,1020,15,6,288,14,London
2013-10-10,12,6,0.0,8.6,2,36,01:22 PM,10:13 PM,07:16 AM,06:18 PM,3,5,8,5,34,43,70,0.0,1018,12,10,321,23,London
2013-10-11,13,7,0.0,7.0,3,43,02:11 PM,11:22 PM,07:18 AM,06:15 PM,8,7,10,7,37,77,86,13.6,1017,13,9,134,24,London
2013-10-12,13,9,0.0,10.1,3,50,02:53 PM,No moonset,07:20 AM,06:13 PM,8,10,11,10,19,66,83,6.5,1018,13,9,114,13,London
2013-10-13,12,8,0.0,7.0,2,58,03:27 PM,12:35 AM,07:21 AM,06:11 PM,8,7,9,7,23,83,95,23.9,1010,12,7,280,14,London
2013-10-14,11,7,0.0,5.4,2,65,03:57 PM,01:51 AM,07:23 AM,06:09 PM,8,6,9,6,18,96,94,2.7,1007,11,7,238,12,London
2013-10-15,13,7,0.0,10.8,3,72,04:23 PM,03:07 AM,07:25 AM,06:07 PM,8,8,10,8,16,59,89,0.5,1010,13,7,260,11,London
2013-10-16,14,6,0.0,6.9,3,79,04:48 PM,04:21 AM,07:27 AM,06:05 PM,9,8,10,8,25,62,96,9.3,1010,14,6,149,14,London
2013-10-17,17,10,0.0,10.0,3,87,05:14 PM,05:36 AM,07:28 AM,06:03 PM,11,12,13,12,26,38,88,0.7,1013,17,9,244,15,London
2013-10-18,17,10,0.0,10.0,3,94,05:41 PM,06:49 AM,07:30 AM,06:01 PM,11,12,13,12,18,66,91,0.2,1014,17,7,155,11,London
2013-10-19,18,12,0.0,7.1,4,100,06:09 PM,08:00 AM,07:32 AM,05:59 PM,12,13,14,13,25,51,90,0.2,1006,18,9,178,15,London
2013-10-20,17,11,0.0,7.1,3,100,06:42 PM,09:08 AM,07:33 AM,05:57 PM,11,12,13,12,28,42,88,1.2,1006,17,10,187,17,London
2013-10-21,16,12,0.0,5.4,3,84,07:19 PM,10:12 AM,07:35 AM,05:54 PM,13,13,14,13,31,59,93,0.7,1006,16,8,184,18,London
2013-10-22,18,14,0.0,5.4,4,77,08:02 PM,11:10 AM,07:37 AM,05:52 PM,14,14,15,14,32,43,90,1.3,998,18,10,171,19,London
2013-10-23,16,11,0.0,7.1,3,70,08:50 PM,12:02 PM,07:39 AM,05:51 PM,11,13,14,13,31,38,84,0.3,999,16,9,219,20,London
2013-10-24,17,9,0.0,8.7,3,62,09:44 PM,12:47 PM,07:40 AM,05:49 PM,10,11,12,11,17,28,88,0.1,1013,17,7,170,11,London
2013-10-25,18,12,0.0,7.1,4,55,10:41 PM,01:25 PM,07:42 AM,05:47 PM,13,14,15,14,32,51,88,2.9,1005,18,8,169,20,London
2013-10-26,16,13,0.0,3.8,3,48,11:42 PM,01:58 PM,07:44 AM,05:45 PM,12,13,14,13,32,71,91,0.8,1005,16,9,198,20,London
2013-10-27,15,11,0.0,7.0,3,41,No moonrise,02:26 PM,07:46 AM,05:43 PM,10,11,13,11,37,57,83,2.4,997,15,9,213,24,London
2013-10-28,14,8,0.0,5.4,3,33,12:45 AM,02:52 PM,07:47 AM,05:41 PM,10,10,12,10,40,61,85,7.7,992,14,9,219,27,London
2013-10-29,12,7,0.0,8.7,3,26,01:50 AM,03:16 PM,07:49 AM,05:39 PM,6,6,8,6,29,22,83,0.4,1010,12,10,253,18,London
2013-10-30,13,5,0.0,8.7,2,19,02:56 AM,03:39 PM,07:51 AM,05:37 PM,6,6,9,6,23,23,86,1.0,1020,13,9,222,14,London
2013-10-31,14,10,0.0,5.4,3,15,04:05 AM,04:02 PM,07:53 AM,05:35 PM,10,10,12,10,25,84,91,2.9,1017,14,10,213,15,London
2013-11-01,15,11,0.0,3.7,3,0,05:17 AM,04:27 PM,07:54 AM,05:33 PM,11,11,12,11,19,89,94,1.8,1009,15,5,193,13,London
2013-11-02,14,8,0.0,5.3,3,0,06:30 AM,04:56 PM,07:56 AM,05:32 PM,8,8,10,8,25,66,89,0.7,999,14,6,187,16,London
2013-11-03,11,6,0.0,8.7,2,0,07:46 AM,05:31 PM,07:58 AM,05:30 PM,4,4,8,4,35,27,81,2.4,999,11,10,221,21,London
2013-11-04,9,5,0.0,8.7,3,3,09:00 AM,06:12 PM,07:59 AM,05:28 PM,5,4,7,4,25,39,87,8.2,992,9,9,290,17,London
2013-11-05,12,4,0.0,5.2,2,10,10:11 AM,07:03 PM,08:01 AM,05:26 PM,6,5,8,5,28,55,91,3.6,994,12,7,231,17,London
2013-11-06,14,7,0.0,3.5,3,18,11:15 AM,08:03 PM,08:03 AM,05:25 PM,9,8,10,8,27,72,96,2.2,999,14,7,223,16,London
2013-11-07,12,8,0.0,8.7,3,26,12:09 PM,09:12 PM,08:05 AM,05:23 PM,8,9,11,9,19,46,87,0.2,1006,12,8,251,13,London
2013-11-08,12,6,0.0,5.2,2,33,12:53 PM,10:25 PM,08:06 AM,05:21 PM,6,6,8,6,19,66,91,1.0,1006,12,6,215,12,London
2013-11-09,10,4,0.0,6.9,2,41,01:30 PM,11:41 PM,08:08 AM,05:20 PM,5,3,6,3,18,60,92,0.7,1006,10,7,234,11,London
2013-11-10,8,3,0.0,8.7,2,48,02:01 PM,No moonset,08:10 AM,05:18 PM,4,2,5,2,20,36,91,3.9,1014,8,9,289,12,London
2013-11-11,12,3,0.0,3.4,2,56,02:28 PM,12:56 AM,08:12 AM,05:17 PM,7,6,8,6,28,78,94,4.8,1022,12,8,180,16,London
2013-11-12,11,8,0.0,6.9,3,63,02:53 PM,02:11 AM,08:13 AM,05:15 PM,9,9,10,9,18,57,93,3.7,1025,11,6,307,12,London
2013-11-13,9,4,0.0,8.7,3,71,03:18 PM,03:24 AM,08:15 AM,05:14 PM,5,5,7,5,14,12,87,0.0,1032,9,8,266,9,London
2013-11-14,9,4,0.0,8.7,3,78,03:43 PM,04:35 AM,08:17 AM,05:12 PM,4,3,6,3,34,34,86,0.3,1023,9,10,285,20,London
2013-11-15,8,2,0.0,8.7,3,86,04:10 PM,05:46 AM,08:18 AM,05:11 PM,2,1,5,1,22,9,86,0.0,1032,8,10,221,13,London
2013-11-16,9,3,0.0,8.7,2,93,04:40 PM,06:54 AM,08:20 AM,05:10 PM,4,4,6,4,11,22,87,0.0,1031,9,9,298,7,London
2013-11-17,9,4,0.0,3.3,2,100,05:16 PM,07:59 AM,08:22 AM,05:08 PM,6,5,7,5,11,80,95,0.2,1024,9,3,68,6,London
2013-11-18,9,6,0.0,5.1,2,100,05:56 PM,09:00 AM,08:24 AM,05:07 PM,7,7,8,7,10,88,95,0.5,1011,9,3,254,6,London
2013-11-19,5,1,0.0,8.7,2,84,06:42 PM,09:54 AM,08:25 AM,05:06 PM,1,-1,3,-1,25,19,87,0.0,1013,5,10,319,16,London
2013-11-20,5,-1,0.0,5.1,1,76,07:34 PM,10:42 AM,08:27 AM,05:05 PM,1,-2,2,-2,29,56,93,6.0,1004,5,9,261,17,London
2013-11-21,6,2,0.0,8.7,1,69,08:30 PM,11:23 AM,08:29 AM,05:04 PM,2,-1,3,-1,32,52,92,2.9,1003,6,10,174,19,London
